YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
2556,ภาคเหนือ,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",244,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,160,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1749,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15507,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13463,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",5087,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,161,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",56,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2900,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,431,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,495,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,204,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,3383,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,การศึกษา,305,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",300,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,140,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2045,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,13495,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,11863,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",4633,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,153,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",64,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2463,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,348,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,404,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,219,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3055,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,การศึกษา,135,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",222,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,168,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1631,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15092,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13536,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",5639,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,162,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",81,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2619,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,353,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,438,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,200,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,การเดินทางและการสื่อสาร,3349,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,การศึกษา,166,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",266,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,264,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1556,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,17834,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,15800,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6032,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,187,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",82,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3244,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,447,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,560,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,219,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4221,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การศึกษา,296,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",309,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,204,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2033,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,14342,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,12917,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",5531,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,155,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",81,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",2449,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,328,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,404,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,195,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3110,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การศึกษา,130,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",254,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,280,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1425,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,20372,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17901,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6528,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,เครื่องดื่มที่มีแอลกอฮอล์,167,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",153,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3654,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,เครื่องนุ่งห่มและรองเท้า,637,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,ค่าใช้จ่ายส่วนบุคคล,603,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,309,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,การเดินทางและการสื่อสาร,5086,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,การศึกษา,285,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",263,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,การจัดงานพิธีในโอกาสพิเศษ,217,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2470,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,22635,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,19654,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7086,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,181,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",133,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4274,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,704,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,751,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,328,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,การเดินทางและการสื่อสาร,5305,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,การศึกษา,442,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",323,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,125,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2981,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19392,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17143,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6287,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,161,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",162,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3386,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,607,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,539,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,300,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,4991,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,การศึกษา,217,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",238,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,257,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2249,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21157,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18431,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6900,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,เครื่องดื่มที่มีแอลกอฮอล์,140,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",91,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",4311,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,เครื่องนุ่งห่มและรองเท้า,537,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายส่วนบุคคล,739,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,296,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,การเดินทางและการสื่อสาร,4589,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,การศึกษา,356,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",332,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,การจัดงานพิธีในโอกาสพิเศษ,139,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2726,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,24785,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,21378,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",7394,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,161,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",93,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",5385,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,654,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,915,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,352,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,การเดินทางและการสื่อสาร,5412,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,การศึกษา,522,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",400,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,90,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3406,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,17873,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,15762,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",6453,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,121,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",89,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",3339,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,431,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,580,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,245,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,3844,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การศึกษา,206,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",270,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,184,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2111,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,30882,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,26719,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์)",8477,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องดื่มที่มีแอลกอฮอล์,173,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ",97,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ",7281,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เครื่องนุ่งห่มและรองเท้า,747,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายส่วนบุคคล,1119,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,507,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การเดินทางและการสื่อสาร,6983,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การศึกษา,823,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"การบันเทิง การอ่านและกิจกรรมทางศาสนา",474,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,การจัดงานพิธีในโอกาสพิเศษ,39,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4163,บาท,สำนักงานสถิติแห่งชาติ
